Date,Timestamp,Client Address,Event,Filename,Status
2023-12-25,17:33:51.649114,"('192.168.0.113', 64187)",New connection
2023-12-25,17:33:51.651114,"('192.168.0.113', 64187)",Get File Names
2023-12-25,17:33:58.800274,"('192.168.0.113', 64190)",New connection
2023-12-25,17:33:58.944679,"('192.168.0.113', 64190)",Upload,hello.txt,Successful
2023-12-25,17:34:06.733404,"('192.168.0.113', 64193)",New connection
2023-12-25,17:34:06.737404,"('192.168.0.113', 64193)",Download,hello.txt,Successful
2023-12-25,17:34:12.881681,"('192.168.0.113', 64195)",New connection
2023-12-25,17:34:12.884679,"('192.168.0.113', 64195)",Upload,team.txt,Successful
2023-12-25,17:35:46.498352,"('192.168.0.113', 64214)",New connection
2023-12-25,17:35:46.502918,"('192.168.0.113', 64214)",Upload,team.txt,Successful
2023-12-25,17:35:53.636880,"('192.168.0.113', 64219)",New connection
2023-12-25,17:35:53.639887,"('192.168.0.113', 64219)",Download,team.txt,Successful
